win;survivors
1;9
1;10
1;2
1;14
1;9
1;11
0;0
1;7
1;6
1;2
1;12
0;0
1;9
1;6
1;11
1;12
1;7
1;7
0;0
1;9
1;4
1;6
0;0
1;12
1;10
1;7
1;9
1;6
1;6
1;10
1;14
0;0
0;0
1;5
1;10
0;0
1;7
1;12
0;0
1;8
1;12
1;10
1;11
1;6
1;8
1;10
0;0
1;8
1;12
1;5
