win;survivors
1;8
1;7
1;11
0;0
1;12
1;3
1;7
0;0
1;8
0;0
0;0
1;8
1;4
0;0
1;5
1;12
0;0
1;11
1;14
0;0
1;7
1;8
0;0
0;0
1;6
1;4
1;10
1;10
1;8
1;8
1;7
0;0
1;6
1;6
0;0
0;0
1;8
0;0
1;13
0;0
1;9
1;8
1;11
0;0
1;6
1;10
0;0
0;0
1;9
1;9
