win;survivors;average;best;bestever
0;0;2.51539;17.3986;17.3986
0;0;25.2976;72.5726;72.5726
0;0;24.2791;62.2694;72.5726
0;0;61.9925;165.898;165.898
1;2;86.8829;250.396;250.396
0;0;64.4599;178.695;250.396
0;0;39.4206;128.891;250.396
0;0;72.9847;204.926;250.396
0;0;70.2241;178.695;250.396
0;0;89.3825;317.368;317.368
1;7;202.393;639.545;639.545
0;0;18.3744;42.8405;639.545
0;0;37.5507;94.2037;639.545
0;0;50.0816;117.053;639.545
0;0;41.0115;105.486;639.545
0;0;41.0757;117.053;639.545
0;0;44.5481;94.2037;639.545
0;0;57.9943;153.325;639.545
0;0;58.3162;153.325;639.545
1;8;239.566;645.325;645.325
0;0;43.039;117.053;645.325
0;0;52.5596;153.325;645.325
0;0;68.452;153.325;645.325
1;2;89.5486;264.435;645.325
1;9;283.833;830.169;830.169
0;0;35.0991;105.486;830.169
0;0;52.74;94.2037;830.169
0;0;42.4282;83.2257;830.169
1;9;284.546;721.53;830.169
1;9;293.115;745.366;830.169
0;0;56.5945;153.325;830.169
1;5;160.351;610.828;830.169
0;0;36.0839;94.2037;830.169
1;6;167.978;532.087;830.169
0;0;23.747;83.2257;830.169
1;2;97.1282;367.338;830.169
0;0;42.655;94.2037;830.169
0;0;60.4327;204.926;830.169
0;0;66.9124;165.898;830.169
1;5;144.922;477.427;830.169
0;0;41.8054;117.053;830.169
0;0;79.044;191.707;830.169
0;0;32.6442;72.5726;830.169
1;2;90.6383;231.957;830.169
0;0;67.1015;117.053;830.169
1;7;205.35;674.402;830.169
0;0;58.8614;140.986;830.169
0;0;54.3904;128.891;830.169
1;11;388.522;842.454;842.454
0;0;75.452;178.695;842.454
0;0;53.637;128.891;842.454
0;0;51.1873;140.986;842.454
0;0;82.0446;204.926;842.454
0;0;75.4071;165.898;842.454
0;0;59.3723;117.053;842.454
0;0;56.2799;105.486;842.454
0;0;51.5753;140.986;842.454
0;0;54.1606;204.926;842.454
1;4;122.373;472.037;842.454
0;0;80.2241;204.926;842.454
0;0;61.9997;178.695;842.454
0;0;54.2583;153.325;842.454
1;5;146.249;526.56;842.454
1;8;251.076;593.746;842.454
0;0;66.8201;178.695;842.454
0;0;79.8257;178.695;842.454
1;7;208.21;622.279;842.454
0;0;48.4421;117.053;842.454
1;6;178.076;565.526;842.454
0;0;47.9123;153.325;842.454
0;0;49.0524;128.891;842.454
0;0;76.9323;204.926;842.454
1;8;246.413;680.252;842.454
0;0;50.8133;165.898;842.454
1;8;249.009;715.599;842.454
0;0;69.9296;140.986;842.454
0;0;49.0424;117.053;842.454
1;10;327.288;799.641;842.454
1;6;175.551;686.115;842.454
1;3;108.99;434.709;842.454
0;0;71.0721;165.898;842.454
0;0;67.2219;165.898;842.454
1;10;327.949;727.472;842.454
0;0;64.7637;153.325;842.454
0;0;58.0758;153.325;842.454
0;0;72.6526;165.898;842.454
0;0;50.3663;83.2257;842.454
0;0;63.4443;165.898;842.454
1;9;282.865;686.115;842.454
0;0;67.8799;191.707;842.454
0;0;63.8052;153.325;842.454
1;13;511.909;954.845;954.845
1;8;233.298;610.828;954.845
0;0;33.3343;105.486;954.845
0;0;55.5891;117.053;954.845
0;0;73.4522;191.707;954.845
0;0;63.987;153.325;954.845
1;9;282.783;739.39;954.845
0;0;64.2791;153.325;954.845
0;0;74.0956;218.345;954.845
