win;survivors;average;best;bestever
0;0;125953;1.29942e+06;1.29942e+06
1;10;741308;1.27828e+06;1.29942e+06
0;0;792719;1.30941e+06;1.30941e+06
0;0;923636;1.25269e+06;1.30941e+06
0;0;791670;1.31866e+06;1.31866e+06
1;11;941250;1.29353e+06;1.31866e+06
0;0;853369;1.28238e+06;1.31866e+06
0;0;783988;1.34708e+06;1.34708e+06
1;10;991274;1.27458e+06;1.34708e+06
1;6;996075;1.27373e+06;1.34708e+06
1;14;1.03206e+06;1.34261e+06;1.34708e+06
1;10;938531;1.24829e+06;1.34708e+06
1;7;966658;1.25575e+06;1.34708e+06
1;9;1.01683e+06;1.25331e+06;1.34708e+06
1;11;976824;1.31169e+06;1.34708e+06
1;10;994561;1.28911e+06;1.34708e+06
0;0;950451;1.24933e+06;1.34708e+06
1;8;955502;1.20149e+06;1.34708e+06
1;8;947253;1.2645e+06;1.34708e+06
1;12;1.09137e+06;1.28886e+06;1.34708e+06
