win;survivors
1;7
1;11
1;9
1;10
1;9
0;0
1;11
0;0
1;8
0;0
1;12
1;8
1;7
0;0
1;5
1;7
0;0
1;6
1;11
1;12
1;9
1;5
1;12
1;9
1;14
1;14
1;6
1;10
1;8
1;6
1;12
1;8
1;14
1;7
1;10
1;6
0;0
0;0
0;0
1;8
1;11
1;11
1;11
1;12
1;13
1;10
1;8
1;11
1;15
1;9
