win;survivors
1;8
1;8
1;8
1;11
1;7
1;9
1;9
1;10
1;12
1;12
1;12
1;11
1;9
1;12
1;12
1;13
1;11
1;4
1;8
1;12
1;5
1;9
1;13
1;11
1;6
1;7
1;13
1;8
1;8
1;9
1;6
1;13
1;8
1;12
1;11
1;9
1;13
1;5
1;7
1;6
1;6
1;8
1;7
1;6
1;1
1;4
1;8
1;5
1;7
1;5
