win;survivors
0;0
0;0
0;1
0;0
0;0
0;0
0;0
0;0
1;4
0;0
0;0
0;0
0;0
0;0
1;9
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;1
0;0
0;0
0;0
0;0
1;7
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
