win;survivors
1;7
0;0
1;6
1;8
1;11
1;6
1;5
1;7
1;12
1;9
1;8
1;9
1;7
1;11
1;9
1;5
1;11
1;7
1;8
1;12
1;9
1;8
1;13
1;6
1;11
1;9
1;6
1;5
1;13
1;6
1;9
1;12
1;6
1;9
1;7
1;7
1;15
1;9
1;9
1;13
1;9
1;4
1;8
1;8
1;2
0;0
1;7
1;5
1;6
0;0
