win;survivors
1;9
1;8
1;6
1;6
1;8
1;12
1;8
1;13
1;5
1;11
1;9
1;9
1;10
1;7
1;7
1;3
1;6
1;8
1;13
1;6
1;9
1;6
1;11
1;12
1;11
1;16
1;7
1;12
1;10
1;11
1;14
1;8
1;8
1;14
1;7
1;2
0;0
1;9
1;11
1;4
1;10
1;11
1;10
1;10
1;6
1;11
1;7
1;10
1;7
0;0
