win;survivors
1;10
1;9
1;10
1;9
1;10
1;12
1;12
1;12
1;14
1;8
1;7
1;10
1;11
1;3
1;3
1;4
1;10
1;10
0;0
1;10
1;10
1;8
1;10
1;11
1;8
1;8
1;6
1;14
1;8
1;11
1;9
1;12
1;7
1;12
1;9
1;9
1;10
1;10
1;8
1;9
1;10
1;7
1;8
1;11
1;4
1;10
1;10
1;11
1;9
1;8
