win;survivors;average;best;bestever
0;0;0.906937;19.9526;19.9526
0;0;50.2882;161.682;161.682
0;0;60.3679;204.926;204.926
0;0;79.6609;250.396;250.396
0;0;112.398;398.107;398.107
0;0;124.566;347.148;398.107
0;0;169.149;504.586;504.586
0;0;40.1666;250.396;504.586
0;0;256.529;559.92;559.92
0;0;217.664;854.78;854.78
1;7;562.01;1344.32;1344.32
0;0;244.169;674.402;1344.32
0;0;127.738;398.107;1344.32
0;0;125.65;504.586;1344.32
0;0;338.146;980.255;1344.32
0;0;175.28;616.547;1344.32
0;0;198.9;559.92;1344.32
0;0;244.326;616.547;1344.32
0;0;146.82;559.92;1344.32
0;0;184.66;504.586;1344.32
0;0;101.649;347.148;1344.32
0;0;172.654;450.62;1344.32
1;8;637.961;1660.57;1660.57
1;6;570.273;1696.64;1696.64
0;0;251.814;616.547;1696.64
0;0;184.665;559.92;1696.64
0;0;213.424;616.547;1696.64
0;0;119.963;450.62;1696.64
0;0;175.498;450.62;1696.64
0;0;261.915;793.567;1696.64
0;0;86.0266;204.926;1696.64
0;0;240.14;733.425;1696.64
0;0;141.834;450.62;1696.64
0;0;185.767;616.547;1696.64
0;0;208.507;733.425;1696.64
0;0;228.506;559.92;1696.64
0;0;125.129;559.92;1696.64
0;0;189.401;504.586;1696.64
0;0;210.906;559.92;1696.64
0;0;176.142;398.107;1696.64
0;0;79.1395;297.863;1696.64
0;0;106.85;347.148;1696.64
0;0;187.387;450.62;1696.64
0;0;102.272;504.586;1696.64
0;0;120.925;450.62;1696.64
0;0;104.816;504.586;1696.64
0;0;164.688;559.92;1696.64
0;0;145.31;559.92;1696.64
0;0;141.089;559.92;1696.64
0;0;325.986;793.567;1696.64
1;3;415.312;1076.89;1696.64
0;0;168.699;504.586;1696.64
0;0;130.412;450.62;1696.64
0;0;188.324;559.92;1696.64
0;0;229.995;616.547;1696.64
0;0;116.534;398.107;1696.64
0;0;370.967;1044.44;1696.64
0;0;263.915;674.402;1696.64
0;0;195.319;559.92;1696.64
0;0;188.001;616.547;1696.64
0;0;209.092;559.92;1696.64
0;0;139.919;504.586;1696.64
0;0;151.593;398.107;1696.64
0;0;177.017;674.402;1696.64
0;0;64.4473;250.396;1696.64
0;0;111.635;398.107;1696.64
0;0;323.087;733.425;1696.64
0;0;333.177;854.78;1696.64
0;0;212.305;559.92;1696.64
0;0;220.955;616.547;1696.64
1;9;702.827;1696.64;1696.64
0;0;379.463;1044.44;1696.64
0;0;184.222;398.107;1696.64
0;0;110.521;398.107;1696.64
0;0;178.43;504.586;1696.64
0;0;280.61;854.78;1696.64
0;0;182.057;504.586;1696.64
0;0;262.422;733.425;1696.64
0;0;166.186;398.107;1696.64
0;0;92.2245;204.926;1696.64
0;0;137.162;398.107;1696.64
0;0;282.258;733.425;1696.64
0;0;109.661;398.107;1696.64
0;0;274.155;674.402;1696.64
0;0;181.751;450.62;1696.64
0;0;209.127;559.92;1696.64
0;0;252.612;559.92;1696.64
0;0;249.273;674.402;1696.64
0;0;224.136;674.402;1696.64
0;0;292.005;674.402;1696.64
1;5;500.648;1660.57;1696.64
1;5;551.255;1624.68;1696.64
1;8;689.053;1553.45;1696.64
1;2;412.27;1175.56;1696.64
1;9;683.515;1624.68;1696.64
0;0;300.8;616.547;1696.64
0;0;283.796;854.78;1696.64
0;0;311.726;793.567;1696.64
0;0;287.034;616.547;1696.64
0;0;319.324;793.567;1696.64
