win;survivors
1;13
1;10
1;10
1;1
1;12
1;9
1;13
1;11
1;8
1;10
1;10
1;8
1;8
1;8
1;7
1;13
0;0
1;3
1;3
1;3
0;0
1;9
1;8
0;0
1;12
1;2
1;8
1;11
1;7
1;14
1;12
1;9
1;7
1;12
1;7
0;0
1;13
1;10
1;12
1;11
1;12
1;10
1;7
0;0
1;10
1;9
1;7
0;0
1;9
0;0
