win;survivors;average;best;bestever
0;0;177237;1.3097e+06;1.3097e+06
1;4;1.07269e+06;1.30682e+06;1.3097e+06
1;3;865719;1.2488e+06;1.3097e+06
0;0;1.019e+06;1.378e+06;1.378e+06
0;0;953648;1.25018e+06;1.378e+06
0;0;972028;1.26685e+06;1.378e+06
1;10;949386;1.37684e+06;1.378e+06
0;0;1.04403e+06;1.35444e+06;1.378e+06
1;12;974222;1.28849e+06;1.378e+06
1;12;873607;1.31774e+06;1.378e+06
1;12;1.11142e+06;1.31122e+06;1.378e+06
1;8;966399;1.26377e+06;1.378e+06
1;12;947200;1.25947e+06;1.378e+06
1;12;886093;1.36158e+06;1.378e+06
1;10;975711;1.31749e+06;1.378e+06
1;10;1.01682e+06;1.28213e+06;1.378e+06
1;11;871766;1.24999e+06;1.378e+06
1;9;1.05061e+06;1.29786e+06;1.378e+06
1;11;1.1099e+06;1.27662e+06;1.378e+06
1;5;964476;1.32851e+06;1.378e+06
