win;survivors
1;11
1;7
1;17
1;9
1;12
1;12
1;8
1;6
0;0
0;0
1;6
1;8
1;3
1;9
1;4
1;11
1;6
1;8
1;12
1;5
1;9
1;10
1;7
1;13
1;14
1;11
1;6
1;15
1;6
1;6
1;11
1;8
1;8
1;9
1;6
1;11
1;14
1;10
1;9
1;10
1;7
1;11
1;8
1;11
1;10
1;8
1;9
1;10
1;13
1;11
