13;1;2.5;1
1.31698e+06;0
25
0;0;6;9.43602;1;0
1;0;7;5.45785;1;0
2;0;8;-3.01162;1;0
3;0;9;0.884062;1;0
4;1;6;7.90878;1;0
5;1;7;4.16425;1;0
6;1;8;6.47178;1;0
7;1;9;-1.11543;0;0
8;2;6;-8.40673;1;0
9;2;7;-6.89794;1;0
10;2;8;1.47237;1;0
11;2;9;-5.5378;1;0
12;3;6;2.40001;1;0
13;3;7;-13.334;1;0
14;3;8;9.32281;1;0
15;3;9;-7.07573;1;0
16;4;6;-4.90708;1;0
17;4;7;1.05952;1;0
18;4;8;-3.72405;1;0
19;4;9;3.02135;1;0
20;5;6;10.3861;1;0
21;5;7;2.78248;1;0
22;5;8;-3.70976;1;0
23;5;9;-2.18581;1;0
28;6;7;3.91194;1;0
5
0;19;18;0;1.31698e+06
0;0
24
0;0;6;-2.69926;1;0
1;0;7;-1.4409;1;0
2;0;8;0;1;0
3;0;9;-0.722997;1;0
4;1;6;0;1;0
5;1;7;0.0862619;1;0
6;1;8;0;1;0
7;1;9;0;1;0
8;2;6;0;1;0
9;2;7;0;1;0
10;2;8;-2.83377;1;0
11;2;9;-1.2913;1;0
12;3;6;0;1;0
13;3;7;0;1;0
14;3;8;0;1;0
15;3;9;0;1;0
16;4;6;-1.18764;1;0
17;4;7;-0.780241;1;0
18;4;8;-1.2375;1;0
19;4;9;0;1;0
20;5;6;0;1;0
21;5;7;0;1;0
22;5;8;0;1;0
23;5;9;0;1;0
8
0;1;2;3;4;12;14;16
4;15;9;0;1.30117e+06
0;0
24
0;0;6;5.22001;1;0
1;0;7;-7.09701;1;0
2;0;8;-8.73173;1;0
3;0;9;-2.67198;1;0
4;1;6;2.97615;1;0
5;1;7;-9.7454;1;0
6;1;8;1.63074;1;0
7;1;9;-4.32572;1;0
8;2;6;-0.584482;1;0
9;2;7;5.02973;1;0
10;2;8;-8.17316;1;0
11;2;9;-2.3677;1;0
12;3;6;7.36816;1;0
13;3;7;4.93966;1;0
14;3;8;-0.792581;1;0
15;3;9;-4.46717;1;0
16;4;6;9.25752;1;0
17;4;7;8.02883;1;0
18;4;8;9.65557;1;0
19;4;9;0.183216;1;0
20;5;6;9.70408;1;0
21;5;7;-7.38675;1;0
22;5;8;-0.834101;1;0
23;5;9;2.82158;1;0
4
6;7;8;9
6;13;2;0;1.31471e+06
0;0
25
0;0;6;8.94259;1;0
1;0;7;8.02059;1;0
2;0;8;0.445709;1;0
3;0;9;1.45032;1;0
4;1;6;5.80936;1;0
5;1;7;0.402306;1;0
6;1;8;4.12366;1;0
7;1;9;-7.26493;1;0
8;2;6;-6.12839;1;0
9;2;7;-8.32409;1;0
10;2;8;-0.995768;1;0
11;2;9;-1.89952;1;0
12;3;6;4.07806;1;0
13;3;7;-8.3001;1;0
14;3;8;7.71561;1;0
15;3;9;-8.48074;1;0
16;4;6;-6.97744;1;0
17;4;7;3.43723;1;0
18;4;8;1.55806;1;0
19;4;9;-2.51808;0;0
20;5;6;6.84361;1;0
21;5;7;0.0905127;1;0
22;5;8;-1.62168;1;0
23;5;9;3.00006;1;0
28;6;7;3.31089;1;0
4
5;10;11;13
7;13;8;0;1.27813e+06
0;0
24
0;0;6;5.32957;1;0
1;0;7;-4.26441;1;0
2;0;8;-4.22825;1;0
3;0;9;-8.89723;1;0
4;1;6;-2.56931;1;0
5;1;7;3.63884;1;0
6;1;8;8.96418;1;0
7;1;9;-3.98558;1;0
8;2;6;9.44926;1;0
9;2;7;8.36973;1;0
10;2;8;7.51083;1;0
11;2;9;-2.98699;1;0
12;3;6;2.17644;1;0
13;3;7;7.20497;1;0
14;3;8;-5.07853;1;0
15;3;9;-6.69328;1;0
16;4;6;-2.09541;1;0
17;4;7;9.11;1;0
18;4;8;-4.71451;1;0
19;4;9;-2.22316;1;0
20;5;6;-5.02716;1;0
21;5;7;-1.30749;1;0
22;5;8;-7.4302;1;0
23;5;9;6.18729;1;0
2
15;17
10;11;1;0;1.2981e+06
0;0
25
0;0;6;9.18306;1;0
1;0;7;7.30509;1;0
2;0;8;-4.93705;1;0
3;0;9;-7.56942;1;0
4;1;6;8.46718;1;0
5;1;7;-7.48799;1;0
6;1;8;-8.82428;1;0
7;1;9;4.37075;1;0
8;2;6;1.70931;1;0
9;2;7;-8.45996;1;0
10;2;8;1.08084;1;0
11;2;9;7.67515;1;0
12;3;6;-0.640619;1;0
13;3;7;0.102628;1;0
14;3;8;-0.388081;1;0
15;3;9;1.22942;1;0
16;4;6;-4.75025;1;0
17;4;7;6.7054;1;0
18;4;8;5.17085;1;0
19;4;9;4.4802;0;0
20;5;6;-2.00784;1;0
21;5;7;-0.189413;1;0
22;5;8;1.19585;1;0
23;5;9;6.46913;1;0
28;6;7;-1.74245;1;0
4
18;19;20;21
5
1.27894e+06;182706
24
0;0;6;7.56868;1;0
1;0;7;-0.501614;1;0
2;0;8;6.01106;1;0
3;0;9;-0.0514251;1;0
4;1;6;6.03859;1;0
5;1;7;1.2215;1;0
6;1;8;-6.62257;1;0
7;1;9;4.57713;1;0
8;2;6;2.10848;1;0
9;2;7;7.39633;1;0
10;2;8;1.60142;1;0
11;2;9;-3.39474;1;0
12;3;6;2.40994;1;0
13;3;7;7.05607;1;0
14;3;8;4.06281;1;0
15;3;9;6.63258;1;0
16;4;6;-8.26338;1;0
17;4;7;8.1519;1;0
18;4;8;-1.70305;1;0
19;4;9;-6.82899;1;0
20;5;6;5.37878;1;0
21;5;7;-5.17341;1;0
22;5;8;0.953349;1;0
23;5;9;-0.622289;1;0
1.31698e+06;164623
25
0;0;6;9.43602;1;0
1;0;7;5.45785;1;0
2;0;8;-3.01162;1;0
3;0;9;0.884062;1;0
4;1;6;7.90878;1;0
5;1;7;4.16425;1;0
6;1;8;6.47178;1;0
7;1;9;-1.11543;0;0
8;2;6;-8.40673;1;0
9;2;7;-6.89794;1;0
10;2;8;1.47237;1;0
11;2;9;-5.5378;1;0
12;3;6;2.40001;1;0
13;3;7;-13.334;1;0
14;3;8;9.32281;1;0
15;3;9;-7.07573;1;0
16;4;6;-4.90708;1;0
17;4;7;1.05952;1;0
18;4;8;-3.72405;1;0
19;4;9;3.02135;1;0
20;5;6;10.3861;1;0
21;5;7;2.78248;1;0
22;5;8;-3.70976;1;0
23;5;9;-2.18581;1;0
28;6;7;3.91194;1;0
1.2762e+06;70900
24
0;0;6;2.16833;1;0
1;0;7;-4.40871;1;0
2;0;8;-1.91018;1;0
3;0;9;-0.966272;1;0
4;1;6;-0.282577;1;0
5;1;7;1.61292;1;0
6;1;8;-0.168025;1;0
7;1;9;0.835331;1;0
8;2;6;-0.942661;0;0
9;2;7;0.565969;1;0
10;2;8;0.213931;1;0
11;2;9;-2.96916;1;0
12;3;6;2.89701;1;0
13;3;7;-0.692843;1;0
14;3;8;2.07665;1;0
15;3;9;0.149948;1;0
16;4;6;2.52767;1;0
17;4;7;-0.691068;1;0
18;4;8;0.592321;1;0
19;4;9;0.7527;1;0
20;5;6;-1.93311;1;0
21;5;7;1.36079;1;0
22;5;8;-0.613227;1;0
23;5;9;-1.34002;1;0
1.294e+06;184857
25
0;0;6;10.5172;1;0
1;0;7;6.86173;1;0
2;0;8;-1.09872;1;0
3;0;9;-3.62115;1;0
4;1;6;8.42253;1;0
5;1;7;1.34523;1;0
6;1;8;4.12366;1;0
7;1;9;-6.35565;1;0
8;2;6;-8.40673;1;0
9;2;7;-8.32409;1;0
10;2;8;-0.764039;1;0
11;2;9;-2.20717;1;0
12;3;6;2.23822;1;0
13;3;7;-10.3017;1;0
14;3;8;7.71561;1;0
15;3;9;-9.25187;1;0
16;4;6;-5.17513;1;0
17;4;7;6.51736;1;0
18;4;8;0.265494;1;0
19;4;9;-1.64067;1;0
20;5;6;9.43118;1;0
21;5;7;-1.61345;1;0
22;5;8;-1.62168;1;0
23;5;9;0.687537;1;0
28;6;7;3.91194;1;0
1.26823e+06;211372
25
0;0;6;9.18306;1;0
1;0;7;7.30509;1;0
2;0;8;-4.93705;1;0
3;0;9;-7.56942;1;0
4;1;6;8.46718;1;0
5;1;7;-7.48799;1;0
6;1;8;-8.82428;1;0
7;1;9;4.37075;1;0
8;2;6;1.21042;1;0
9;2;7;-7.0328;1;0
10;2;8;1.08084;1;0
11;2;9;7.67515;1;0
12;3;6;-0.640619;1;0
13;3;7;0.102628;1;0
14;3;8;-0.388081;1;0
15;3;9;1.22942;1;0
16;4;6;-4.75025;1;0
17;4;7;6.7054;1;0
18;4;8;5.17085;1;0
19;4;9;4.4802;0;0
20;5;6;-2.00784;1;0
21;5;7;1.49158;1;0
22;5;8;1.19585;1;0
23;5;9;9.40674;1;0
28;6;7;-1.74245;1;0
60;22
36
24;8;9;0.664001;1;0
25;4;10;2.06384;1;0
26;10;9;2.06384;1;0
27;7;9;-0.934297;1;0
28;6;7;-7.09008;1;0
29;6;8;-5.95618;1;0
30;2;11;0.565969;1;0
31;11;7;0.565969;1;0
32;9;7;-4.9157;1;0
33;8;7;7.97593;1;0
34;4;12;6.7054;1;0
35;12;7;6.7054;1;0
36;5;13;-2.47928;1;0
37;13;8;-2.47928;1;0
38;3;14;7.88236;1;0
39;14;7;7.88236;1;0
40;2;15;11.8214;1;0
41;15;6;11.8214;1;0
42;1;16;-7.48799;1;0
43;16;7;-7.48799;1;0
44;6;6;2.86656;1;0
45;2;17;9.31749;1;0
46;17;8;9.31749;1;0
47;1;18;-1.11543;1;0
48;18;9;-1.11543;1;0
49;4;19;-6.48177;1;0
50;19;6;-6.48177;1;0
51;12;12;-6.39895;1;0
52;5;16;5.23867;1;0
53;3;20;-0.280157;1;0
54;20;6;-0.280157;1;0
55;9;9;0.890607;1;0
56;9;6;-4.02024;1;0
57;5;21;-6.98976;1;0
58;21;7;-6.98976;1;0
59;2;16;-4.96011;1;0
24
24;8;9;1
25;4;9;0;26;10
27;7;9;1
28;6;7;1
29;6;8;1
30;2;7;0;31;11
32;9;7;1
33;8;7;1
34;4;7;0;35;12
36;5;8;0;37;13
38;3;7;0;39;14
40;2;6;0;41;15
42;1;7;0;43;16
44;6;6;1
45;2;8;0;46;17
47;1;9;0;48;18
49;4;6;0;50;19
51;12;12;1
52;5;16;1
53;3;6;0;54;20
55;9;9;1
56;9;6;1
57;5;7;0;58;21
59;2;16;1
22
22
1.19375e+06;164623
25
0;0;6;9.43602;1;0
1;0;7;5.45785;1;0
2;0;8;-3.01162;1;0
3;0;9;0.884062;1;0
4;1;6;7.90878;1;0
5;1;7;4.16425;1;0
6;1;8;6.47178;1;0
7;1;9;-1.11543;0;0
8;2;6;-8.40673;1;0
9;2;7;-6.89794;1;0
10;2;8;1.47237;1;0
11;2;9;-5.5378;1;0
12;3;6;2.40001;1;0
13;3;7;-13.334;1;0
14;3;8;9.32281;1;0
15;3;9;-7.07573;1;0
16;4;6;-4.90708;1;0
17;4;7;1.05952;1;0
18;4;8;-3.72405;1;0
19;4;9;3.02135;1;0
20;5;6;10.3861;1;0
21;5;7;2.78248;1;0
22;5;8;-3.70976;1;0
23;5;9;-2.18581;1;0
28;6;7;3.91194;1;0
0;0
29
0;0;6;-3.01196;1;0
1;0;7;-5.33573;1;0
2;0;8;-3.37293;1;0
3;0;9;2.79344;1;0
4;1;6;4.03596;1;0
5;1;7;-6.61051;0;0
6;1;8;-4.43714;1;0
7;1;9;-3.4767;1;0
8;2;6;-9.47857;1;0
9;2;7;6.72677;1;0
10;2;8;-0.977135;1;0
11;2;9;6.40112;1;0
12;3;6;3.0899;1;0
13;3;7;-3.45551;1;0
14;3;8;5.61956;1;0
15;3;9;5.62845;1;0
16;4;6;-2.11063;0;0
17;4;7;6.38817;0;0
18;4;8;7.56826;1;0
19;4;9;-4.06179;0;0
20;5;6;0.209416;1;0
21;5;7;-8.15256;1;0
22;5;8;-4.93831;1;0
23;5;9;-7.58352;1;0
28;6;7;-8.68572;1;0
34;4;12;8.79831;0;0
35;12;7;3.51985;1;0
42;1;16;8.56994;1;0
43;16;7;-9.39093;1;0
997748;0
25
0;0;6;10.4936;1;0
1;0;7;10.7251;1;0
2;0;8;-0.982324;1;0
3;0;9;-1.80784;1;0
4;1;6;5.80936;1;0
5;1;7;4.64782;1;0
6;1;8;4.96012;1;0
7;1;9;0.987934;1;0
8;2;6;-7.47678;1;0
9;2;7;-7.73832;1;0
10;2;8;-0.0668111;1;0
11;2;9;-5.5378;1;0
12;3;6;-0.0708737;1;0
13;3;7;-9.30427;1;0
14;3;8;7.97117;1;0
15;3;9;-4.57887;1;0
16;4;6;-5.02734;1;0
17;4;7;-1.51143;1;0
18;4;8;-1.22907;1;0
19;4;9;3.02135;1;0
20;5;6;12.1156;1;0
21;5;7;2.64418;1;0
22;5;8;-3.70976;1;0
23;5;9;-4.01406;1;0
28;6;7;3.54679;1;0
1.2414e+06;0
25
0;0;6;9.43602;1;0
1;0;7;8.02059;1;0
2;0;8;-1.09872;1;0
3;0;9;0.870626;1;0
4;1;6;5.80936;1;0
5;1;7;4.16425;1;0
6;1;8;4.48233;1;0
7;1;9;-1.11543;1;0
8;2;6;-8.40673;1;0
9;2;7;-7.48183;1;0
10;2;8;0.849133;1;0
11;2;9;-5.5378;1;0
12;3;6;2.40001;1;0
13;3;7;-11.2513;1;0
14;3;8;7.71561;1;0
15;3;9;-4.71861;1;0
16;4;6;-2.20371;1;0
17;4;7;0.714527;1;0
18;4;8;-3.72405;1;0
19;4;9;3.02135;1;0
20;5;6;10.9717;1;0
21;5;7;2.78248;1;0
22;5;8;-3.70976;1;0
23;5;9;-2.96928;1;0
28;6;7;3.91194;1;0
998788;0
25
0;0;6;7.60259;1;0
1;0;7;5.45785;1;0
2;0;8;-1.92608;1;0
3;0;9;0.884062;1;0
4;1;6;7.90878;1;0
5;1;7;4.16425;1;0
6;1;8;6.47178;1;0
7;1;9;-1.11543;0;0
8;2;6;-8.40673;1;0
9;2;7;-6.89794;1;0
10;2;8;1.47237;1;0
11;2;9;-4.80283;1;0
12;3;6;2.40001;1;0
13;3;7;-13.334;1;0
14;3;8;9.32281;1;0
15;3;9;-7.07573;1;0
16;4;6;-4.90708;1;0
17;4;7;1.05952;1;0
18;4;8;-6.46043;1;0
19;4;9;4.20754;1;0
20;5;6;10.3861;1;0
21;5;7;2.78248;1;0
22;5;8;-3.70976;1;0
23;5;9;-2.18581;1;0
28;6;7;3.91194;1;0
1.08995e+06;0
24
0;0;6;10.7516;1;0
