win;survivors;average;best;bestever
0;0;15.9811;120.97;120.97
0;0;117.091;450.62;450.62
0;0;241.947;733.425;733.425
0;0;208.508;616.547;733.425
0;0;140.811;398.107;733.425
0;0;119.427;347.148;733.425
0;0;86.8938;398.107;733.425
0;0;159.212;450.62;733.425
0;0;133.278;450.62;733.425
0;0;185.532;504.586;733.425
0;0;132.166;398.107;733.425
0;0;174.017;398.107;733.425
0;0;83.2666;297.863;733.425
0;0;277.693;616.547;733.425
0;0;98.7919;504.586;733.425
1;4;477.8;1588.98;1588.98
0;0;313.499;793.567;1588.98
0;0;174.86;504.586;1588.98
0;0;105.495;398.107;1588.98
0;0;320.707;793.567;1588.98
0;0;322.486;854.78;1588.98
0;0;363.349;980.255;1588.98
0;0;365.552;1044.44;1588.98
0;0;192.683;398.107;1588.98
0;0;125.226;398.107;1588.98
1;6;563.366;1448.01;1588.98
1;12;885.759;1660.57;1660.57
0;0;363.42;854.78;1660.57
0;0;285.595;917.022;1660.57
0;0;329.416;917.022;1660.57
0;0;289.028;854.78;1660.57
0;0;80.791;347.148;1660.57
0;0;387.309;1242.44;1660.57
0;0;311.922;854.78;1660.57
0;0;278.697;793.567;1660.57
0;0;81.6888;398.107;1660.57
1;5;553.39;1660.57;1660.57
0;0;383.101;980.255;1660.57
0;0;214.233;504.586;1660.57
1;9;650.952;1344.32;1660.57
1;11;843.764;1732.89;1732.89
1;9;750.67;1696.64;1732.89
1;12;984.77;2029.03;2029.03
1;10;802.665;1805.91;2029.03
0;0;363.961;917.022;2029.03
1;2;442.515;1175.56;2029.03
1;12;960.948;1879.61;2029.03
1;8;685.878;1732.89;2029.03
1;8;687.598;1660.57;2029.03
1;12;930.464;1805.91;2029.03
0;0;174.154;559.92;2029.03
0;0;361.851;1044.44;2029.03
0;0;222.254;559.92;2029.03
0;0;234.988;504.586;2029.03
0;0;257.884;733.425;2029.03
0;0;294.012;854.78;2029.03
0;0;256.124;674.402;2029.03
0;0;303.162;733.425;2029.03
0;0;115.857;450.62;2029.03
1;10;802.158;1879.61;2029.03
1;10;796.016;1879.61;2029.03
1;7;623.837;1624.68;2029.03
0;0;272.681;793.567;2029.03
0;0;374.202;980.255;2029.03
0;0;264.37;674.402;2029.03
0;0;243.702;616.547;2029.03
0;0;356.956;980.255;2029.03
0;0;391.494;1175.56;2029.03
0;0;212.235;616.547;2029.03
1;8;605.055;1378.69;2029.03
0;0;344.711;674.402;2029.03
1;5;528.37;1588.98;2029.03
0;0;333.825;733.425;2029.03
1;12;947.891;1732.89;2029.03
1;5;540.527;1624.68;2029.03
0;0;155.401;450.62;2029.03
0;0;247.194;733.425;2029.03
0;0;199.753;504.586;2029.03
0;0;92.361;347.148;2029.03
0;0;247.881;674.402;2029.03
0;0;252.446;616.547;2029.03
0;0;306.539;793.567;2029.03
0;0;241.821;674.402;2029.03
0;0;212.815;559.92;2029.03
0;0;103.13;297.863;2029.03
0;0;213.622;559.92;2029.03
0;0;175.995;616.547;2029.03
0;0;261.154;793.567;2029.03
0;0;199.001;616.547;2029.03
0;0;192.941;504.586;2029.03
1;8;655.28;1518.12;2029.03
0;0;166.789;559.92;2029.03
1;7;542.706;1660.57;2029.03
0;0;316.895;733.425;2029.03
0;0;284.712;733.425;2029.03
0;0;237.851;674.402;2029.03
0;0;231.308;616.547;2029.03
0;0;259.925;733.425;2029.03
0;0;168.665;674.402;2029.03
0;0;263.593;733.425;2029.03
