win;survivors
1;9
1;11
1;12
1;14
1;11
1;7
1;11
1;14
1;4
1;11
1;12
1;9
1;6
1;6
1;4
1;7
1;5
1;3
1;6
1;5
1;11
1;8
1;10
1;12
1;10
1;12
1;10
1;3
1;12
1;9
1;4
1;7
1;7
1;4
1;7
0;0
1;11
1;11
1;12
1;10
1;10
1;9
1;11
1;9
1;11
1;16
1;8
1;8
1;11
1;10
