win;survivors
1;8
1;9
1;9
1;11
1;7
1;7
1;10
1;8
1;14
1;11
1;9
1;11
1;7
1;11
1;5
1;8
1;9
0;0
1;5
0;0
0;0
1;5
1;0
0;0
1;7
1;10
0;0
1;9
1;14
1;10
1;10
1;16
1;9
1;7
1;10
1;7
1;10
1;4
1;9
1;6
1;10
1;3
1;6
1;3
1;9
1;9
1;12
1;4
1;9
1;10
