win;survivors;average;best;bestever
0;0;16.3029;83.2257;83.2257
0;0;179.882;504.586;504.586
0;0;280.385;674.402;674.402
0;0;233.869;559.92;674.402
1;6;547.605;1953.99;1953.99
0;0;356.812;917.022;1953.99
1;11;844.492;1769.31;1953.99
1;7;694.67;1732.89;1953.99
0;0;309.605;854.78;1953.99
1;14;1144.74;1916.72;1953.99
1;10;829.336;1518.12;1953.99
1;1;417.255;1109.56;1953.99
1;8;648.992;1448.01;1953.99
1;7;612.497;1732.89;1953.99
0;0;320.493;793.567;1953.99
1;5;561.308;1732.89;1953.99
1;8;636.407;1518.12;1953.99
1;9;762.381;1660.57;1953.99
0;0;250.937;616.547;1953.99
1;8;658.312;1732.89;1953.99
0;0;369.701;917.022;1953.99
1;8;668.93;1732.89;1953.99
0;0;430.191;1175.56;1953.99
0;0;384.436;1109.56;1953.99
0;0;371.34;980.255;1953.99
1;6;554.469;1518.12;1953.99
0;0;207.164;504.586;1953.99
0;0;213.613;504.586;1953.99
0;0;341.402;917.022;1953.99
1;7;576.501;1732.89;1953.99
0;0;304.168;854.78;1953.99
1;5;511.158;1413.25;1953.99
0;0;247.656;559.92;1953.99
1;11;841.76;1879.61;1953.99
0;0;340.426;854.78;1953.99
1;2;431.562;1482.97;1953.99
1;2;414.447;980.255;1953.99
0;0;320.423;733.425;1953.99
1;12;982.632;1842.67;1953.99
1;7;669.551;1805.91;1953.99
1;8;714.865;1732.89;1953.99
1;8;661.52;1732.89;1953.99
0;0;275.041;616.547;1953.99
0;0;244.452;559.92;1953.99
1;9;749.931;1624.68;1953.99
1;6;572.037;1732.89;1953.99
0;0;168.423;347.148;1953.99
1;11;855.649;1588.98;1953.99
1;9;735.515;1732.89;1953.99
1;11;913.486;1732.89;1953.99
1;10;851.302;1879.61;1953.99
0;0;300.366;674.402;1953.99
1;9;732.218;1769.31;1953.99
1;7;621.555;1588.98;1953.99
1;12;941.552;1732.89;1953.99
1;4;501.39;1696.64;1953.99
0;0;242.185;674.402;1953.99
1;9;728.099;1518.12;1953.99
1;10;783.392;1660.57;1953.99
1;2;425.06;1448.01;1953.99
0;0;287.701;616.547;1953.99
1;15;1218.22;1805.91;1953.99
1;8;666.824;1624.68;1953.99
1;9;784.175;1660.57;1953.99
0;0;257.172;674.402;1953.99
1;5;496.496;1208.89;1953.99
1;8;744.736;1660.57;1953.99
1;8;649.494;1448.01;1953.99
1;2;416.642;1344.32;1953.99
0;0;279.407;674.402;1953.99
1;9;698.485;1696.64;1953.99
0;0;338.947;854.78;1953.99
0;0;313.616;616.547;1953.99
1;4;485.951;1588.98;1953.99
1;6;586.246;1624.68;1953.99
1;3;488.293;1732.89;1953.99
1;7;621.244;1518.12;1953.99
0;0;348.62;1109.56;1953.99
1;10;864.785;1660.57;1953.99
1;8;671.379;1518.12;1953.99
0;0;352.062;854.78;1953.99
1;5;526.455;1448.01;1953.99
1;9;752.413;1588.98;1953.99
1;12;972.918;1805.91;1953.99
1;7;636.51;1732.89;1953.99
1;8;718.715;1588.98;1953.99
1;9;721.935;1660.57;1953.99
1;11;873.184;1805.91;1953.99
1;7;634.013;1660.57;1953.99
1;9;729.962;1624.68;1953.99
0;0;267.347;733.425;1953.99
0;0;337.551;793.567;1953.99
1;5;504.338;1378.69;1953.99
1;6;582.128;1660.57;1953.99
0;0;324.286;793.567;1953.99
1;6;568.064;1378.69;1953.99
0;0;400.556;1109.56;1953.99
1;8;663.433;1553.45;1953.99
1;7;603.784;1588.98;1953.99
1;5;507.539;1553.45;1953.99
