win;survivors
1;4
1;6
1;12
1;10
1;11
1;5
0;0
1;5
1;8
1;3
1;2
1;5
1;11
1;7
0;0
1;5
1;13
1;12
1;10
1;11
1;7
0;0
0;0
1;8
0;0
1;8
1;11
0;0
1;8
1;2
1;9
1;9
0;0
1;9
1;8
1;7
1;15
1;4
1;9
1;8
1;12
0;0
1;11
1;8
1;6
1;12
1;5
0;0
1;9
0;0
