win;survivors
1;9
1;5
0;0
1;6
1;5
1;4
1;9
1;8
1;11
1;7
1;5
1;4
1;8
0;0
1;7
1;13
1;5
1;4
1;10
0;0
1;12
1;11
0;0
1;10
0;0
1;12
1;9
1;6
1;9
1;9
1;7
1;4
0;0
0;0
0;0
0;0
1;8
0;0
1;11
1;12
0;0
1;5
1;13
1;13
1;5
1;3
1;10
1;13
1;6
1;13
