27;21;3.55;1
775.41;0
44
0;0;7;4.78883;1;0
1;0;8;-4.1523;0;0
2;0;9;-9.38356;0;0
4;0;11;-3.48607;1;0
5;1;7;7.68348;1;0
6;1;8;-4.10058;1;0
7;1;9;6.44372;1;0
8;1;10;0.587881;1;0
9;1;11;9.33451;1;0
10;2;7;-2.78883;1;0
11;2;8;-1.11811;1;0
12;2;9;1.39364;1;0
13;2;10;8.55578;1;0
14;2;11;4.85855;1;0
15;3;7;3.45183;1;0
16;3;8;-7.29861;1;0
17;3;9;-7.8655;1;0
18;3;10;-8.20159;1;0
19;3;11;-9.82999;1;0
20;4;7;0.447366;1;0
21;4;8;9.03048;1;0
22;4;9;12.5369;1;0
23;4;10;-0.17967;1;0
24;4;11;-3.06106;1;0
25;5;7;7.36524;1;0
27;5;9;4.89146;1;0
28;5;10;-4.94364;1;0
29;5;11;6.52507;1;0
30;6;7;0.922206;1;0
31;6;8;10.8837;1;0
32;6;9;-0.903458;1;0
33;6;10;5.17706;1;0
34;6;11;9.36779;1;0
35;6;12;0.106334;1;0
36;12;11;-7.53152;1;0
66;8;10;1.364;0;0
84;4;27;0.453048;1;0
85;27;8;-7.30698;1;0
126;3;38;-8.00004;1;0
127;38;7;-3.48044;1;0
164;10;12;0.723973;1;0
166;2;27;4.23174;1;0
177;12;12;0.138585;1;0
184;8;11;-7.17339;1;0
5
0;99;78;0;257.98
0;0
35
0;0;7;0;1;0
1;0;8;0;1;0
2;0;9;0;1;0
3;0;10;0;1;0
4;0;11;0;1;0
5;1;7;0;1;0
6;1;8;0;1;0
7;1;9;0;1;0
8;1;10;0;1;0
9;1;11;0;1;0
10;2;7;0;1;0
11;2;8;0;1;0
12;2;9;0;1;0
13;2;10;1.66775;1;0
14;2;11;0;1;0
15;3;7;0;1;0
16;3;8;0;1;0
17;3;9;1.50862;1;0
18;3;10;0;1;0
19;3;11;0;1;0
20;4;7;0;1;0
21;4;8;-2.78757;1;0
22;4;9;0;1;0
23;4;10;0;1;0
24;4;11;0;1;0
25;5;7;0;1;0
26;5;8;0;1;0
27;5;9;0;1;0
28;5;10;0;1;0
29;5;11;0;1;0
30;6;7;0;1;0
31;6;8;0;1;0
32;6;9;0;1;0
33;6;10;0;1;0
34;6;11;0;1;0
10
0;1;2;3;4;5;6;8;14;18
21;52;31;0;178.14
0;0
42
0;0;7;3.11383;1;0
1;0;8;-16.2155;0;0
2;0;9;9.70047;1;0
3;0;10;10.2142;1;0
4;0;11;-9.35639;1;0
5;1;7;14.0917;1;0
6;1;8;-3.46745;1;0
7;1;9;-8.4802;1;0
8;1;10;1.90772;1;0
9;1;11;5.52296;0;0
10;2;7;-18.084;1;0
11;2;8;-9.03742;1;0
12;2;9;-9.0517;1;0
13;2;10;6.44313;1;0
14;2;11;-1.63095;1;0
15;3;7;-9.19683;1;0
16;3;8;-12.2139;1;0
17;3;9;2.36661;1;0
18;3;10;2.46203;0;0
19;3;11;8.01314;1;0
20;4;7;4.39291;1;0
21;4;8;-5.4497;0;0
22;4;9;1.52627;1;0
23;4;10;4.52647;1;0
24;4;11;4.39844;1;0
25;5;7;1.62396;1;0
26;5;8;6.49109;1;0
28;5;10;-1.94372;1;0
29;5;11;-4.46465;1;0
30;6;7;-5.97238;1;0
31;6;8;-4.31503;1;0
32;6;9;-0.214639;1;0
33;6;10;-0.369173;1;0
34;6;11;4.98855;1;0
42;1;15;14.6142;1;0
43;15;7;16.1122;1;0
66;8;10;6.23452;1;0
67;8;8;8.14622;1;0
84;4;27;-16.7725;1;0
85;27;8;-3.51055;1;0
96;15;11;-5.82184;1;0
99;0;15;8.99074;1;0
2
7;9
22;38;17;0;209.487
0;0
43
0;0;7;3.12356;1;0
1;0;8;-12.9035;0;0
2;0;9;9.51955;1;0
4;0;11;-15.5496;1;0
5;1;7;-6.51318;1;0
6;1;8;-4.06693;1;0
7;1;9;17.1758;1;0
8;1;10;-4.907;1;0
9;1;11;-4.79687;1;0
10;2;7;1.42755;1;0
11;2;8;-19.84;1;0
12;2;9;-4.44757;1;0
13;2;10;-3.7026;1;0
14;2;11;2.55483;1;0
15;3;7;14.2163;1;0
16;3;8;-4.5694;1;0
17;3;9;0.0406812;1;0
18;3;10;5.8293;1;0
19;3;11;9.07293;1;0
20;4;7;-7.44382;0;0
21;4;8;-8.40999;1;0
22;4;9;3.90679;1;0
23;4;10;2.3948;1;0
24;4;11;-8.98103;1;0
25;5;7;0.72884;1;0
27;5;9;-1.5312;1;0
28;5;10;9.06176;1;0
29;5;11;-10.4062;1;0
