win;survivors;average;best;bestever
0;0;0.790847;17.3986;17.3986
0;0;5.49983;25.2892;25.2892
0;0;47.2928;153.325;153.325
0;0;12.9441;42.8405;153.325
0;0;26.4739;83.2257;153.325
0;0;32.6457;83.2257;153.325
0;0;48.3207;140.986;153.325
0;0;37.4108;94.2037;153.325
0;0;32.9318;105.486;153.325
0;0;26.2562;83.2257;153.325
0;0;38.1486;83.2257;153.325
0;0;28.4415;83.2257;153.325
0;0;46.5801;105.486;153.325
0;0;39.5006;94.2037;153.325
0;0;26.6548;83.2257;153.325
0;0;14.4791;42.8405;153.325
0;0;58.5659;128.891;153.325
0;0;42.632;105.486;153.325
0;0;58.593;128.891;153.325
0;0;32.8234;94.2037;153.325
0;0;42.4971;105.486;153.325
0;0;30.5767;83.2257;153.325
0;0;37.3409;128.891;153.325
0;0;15.4334;52.3462;153.325
0;0;34.5228;83.2257;153.325
0;0;19.0782;83.2257;153.325
0;0;34.0588;117.053;153.325
0;0;34.9179;105.486;153.325
0;0;33.568;94.2037;153.325
0;0;23.9654;62.2694;153.325
0;0;14.5904;62.2694;153.325
0;0;18.0822;52.3462;153.325
0;0;63.2015;178.695;178.695
0;0;21.7223;52.3462;178.695
0;0;26.4487;72.5726;178.695
0;0;37.0872;94.2037;178.695
0;0;39.2528;117.053;178.695
0;0;75.0079;165.898;178.695
0;0;19.6995;62.2694;178.695
0;0;48.2849;105.486;178.695
0;0;58.1013;128.891;178.695
0;0;77.4732;178.695;178.695
0;0;64.7922;178.695;178.695
0;0;55.5314;153.325;178.695
0;0;25.8981;72.5726;178.695
0;0;36.5604;94.2037;178.695
0;0;28.8614;94.2037;178.695
0;0;41.6949;94.2037;178.695
0;0;43.7766;94.2037;178.695
0;0;26.6939;72.5726;178.695
0;0;38.219;105.486;178.695
0;0;27.4398;72.5726;178.695
0;0;37.4712;105.486;178.695
0;0;37.9915;83.2257;178.695
0;0;62.9956;218.345;218.345
0;0;49.6945;153.325;218.345
0;0;83.0884;231.957;231.957
0;0;45.5543;83.2257;231.957
0;0;29.4253;83.2257;231.957
0;0;54.2716;165.898;231.957
0;0;42.204;117.053;231.957
0;0;36.8004;94.2037;231.957
0;0;53.6578;128.891;231.957
0;0;73.9391;191.707;231.957
0;0;60.1559;218.345;231.957
0;0;60.3344;191.707;231.957
0;0;40.0868;94.2037;231.957
0;0;63.9128;117.053;231.957
0;0;46.4921;105.486;231.957
0;0;42.6694;128.891;231.957
0;0;46.3547;105.486;231.957
0;0;23.305;72.5726;231.957
0;0;32.3904;94.2037;231.957
0;0;27.5236;105.486;231.957
0;0;66.7017;128.891;231.957
0;0;41.1588;128.891;231.957
0;0;56.6336;105.486;231.957
0;0;41.516;117.053;231.957
1;9;294.23;775.41;775.41
0;0;40.1217;94.2037;775.41
0;0;56.0028;165.898;775.41
0;0;37.2847;117.053;775.41
0;0;20.8405;62.2694;775.41
1;6;163.883;582.42;775.41
0;0;31.3093;83.2257;775.41
0;0;30.4646;62.2694;775.41
0;0;50.4057;128.891;775.41
0;0;65.1969;191.707;775.41
0;0;37.2172;94.2037;775.41
1;7;191.362;610.828;775.41
0;0;38.3311;105.486;775.41
0;0;56.6625;140.986;775.41
0;0;36.18;117.053;775.41
0;0;37.1531;94.2037;775.41
0;0;33.5033;83.2257;775.41
0;0;43.2755;94.2037;775.41
0;0;43.073;83.2257;775.41
0;0;30.8911;62.2694;775.41
0;0;29.3848;83.2257;775.41
0;0;53.9535;165.898;775.41
