win;survivors
0;0
0;0
0;0
0;0
0;0
0;0
1;10
0;0
0;0
0;0
0;0
0;0
0;0
1;11
1;4
0;0
0;0
0;0
0;0
1;15
0;0
0;0
0;0
0;0
0;0
1;12
0;0
1;13
1;17
0;0
0;0
0;2
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1;6
1;9
1;10
0;0
0;0
0;0
0;0
1;9
0;0
0;0
0;0
