win;survivors;average;best;bestever
0;0;4780.34;45443.7;45443.7
0;0;38528.9;110375;110375
0;0;72565.4;113369;113369
0;0;67701.4;113992;113992
1;9;65948.9;118416;118416
1;5;67456.8;112293;118416
0;0;60760.8;108465;118416
0;0;64754.1;110957;118416
0;0;79626.9;123225;123225
0;0;77021;123302;123302
0;0;86195;115734;123302
1;8;83613.6;112576;123302
0;0;81521.5;108821;123302
0;0;84606;111709;123302
1;12;90317.6;115639;123302
1;7;90018.6;116607;123302
0;0;86204;116132;123302
1;7;93261.3;110300;123302
0;0;87303.4;118836;123302
0;0;87411.3;113689;123302
