win;survivors
0;0
1;11
0;0
1;5
0;0
1;10
0;0
1;8
1;8
0;0
0;0
1;12
1;11
0;0
1;11
1;7
1;8
1;14
1;7
1;8
0;0
1;8
0;0
0;0
1;8
0;0
1;7
1;6
1;10
0;0
1;6
1;8
0;0
0;0
1;9
0;0
1;4
1;9
1;10
0;0
1;15
1;10
0;0
1;14
1;12
0;0
0;0
0;0
0;0
0;0
