win;survivors
1;12
1;6
0;0
1;7
1;7
1;5
1;9
1;10
1;6
1;8
0;0
1;4
0;0
0;0
1;11
1;7
0;0
1;4
1;3
0;0
0;0
1;12
1;11
1;9
1;11
1;8
1;8
1;12
1;7
0;0
1;7
1;10
1;8
0;0
1;9
1;5
1;8
1;8
1;12
0;0
0;0
1;6
1;11
0;0
1;8
1;3
0;0
1;1
1;5
1;11
