win;survivors;average;best;bestever
0;0;6.32295;52.3462;52.3462
0;0;18.1894;52.3462;52.3462
0;0;20.7647;128.891;128.891
0;0;37.3252;94.2037;128.891
0;0;47.1797;94.2037;128.891
0;0;62.0044;117.053;128.891
0;0;56.9071;140.986;140.986
1;6;168.81;532.087;532.087
0;0;53.4921;153.325;532.087
1;4;127.556;537.628;537.628
0;0;31.9779;94.2037;537.628
0;0;58.6376;140.986;537.628
1;10;331.636;727.472;727.472
1;7;197.552;571.145;727.472
0;0;60.7591;140.986;727.472
0;0;60.1012;140.986;727.472
1;10;354.207;817.926;817.926
0;0;69.271;178.695;817.926
1;6;172.381;565.526;817.926
1;11;387.4;805.725;817.926
1;2;94.8025;413.703;817.926
1;12;441.543;867.147;867.147
1;1;93.05;377.531;867.147
1;10;349.176;781.452;867.147
0;0;51.7884;128.891;867.147
1;5;151.652;543.181;867.147
1;15;665.524;1135.85;1135.85
0;0;55.5609;153.325;1135.85
1;3;103.88;434.709;1135.85
0;0;86.6709;218.345;1135.85
1;8;238.306;645.325;1135.85
0;0;31.9422;83.2257;1135.85
0;0;74.5774;178.695;1135.85
0;0;66.1023;153.325;1135.85
0;0;67.5814;140.986;1135.85
0;0;41.8555;105.486;1135.85
1;4;123.309;439.998;1135.85
0;0;32.0397;94.2037;1135.85
0;0;44.9104;105.486;1135.85
0;0;81.6107;178.695;1135.85
0;0;47.4587;94.2037;1135.85
1;5;142.444;510.06;1135.85
1;8;251.246;680.252;1135.85
0;0;81.4178;191.707;1135.85
1;10;336.238;745.366;1135.85
1;9;291.31;739.39;1135.85
1;8;240.894;645.325;1135.85
1;4;121.047;472.037;1135.85
1;7;207.993;588.077;1135.85
1;6;186.545;554.328;1135.85
0;0;74.0413;178.695;1135.85
1;3;109.309;466.662;1135.85
1;7;203.925;691.988;1135.85
0;0;63.9391;191.707;1135.85
0;0;69.8695;153.325;1135.85
1;5;146.025;532.087;1135.85
1;8;255.178;703.771;1135.85
1;10;334.033;769.379;1135.85
0;0;53.5757;128.891;1135.85
0;0;46.0902;94.2037;1135.85
1;7;204.676;656.92;1135.85
0;0;42.3718;117.053;1135.85
0;0;73.7064;204.926;1135.85
0;0;66.6634;128.891;1135.85
0;0;76.0112;204.926;1135.85
1;8;248.347;680.252;1135.85
0;0;44.0884;94.2037;1135.85
1;4;119.182;382.651;1135.85
0;0;75.6126;153.325;1135.85
0;0;66.7722;140.986;1135.85
0;0;68.0455;153.325;1135.85
1;4;126.073;408.489;1135.85
0;0;42.7394;128.891;1135.85
1;11;394.84;898.244;1135.85
1;4;125.258;504.586;1135.85
1;8;266.463;733.425;1135.85
0;0;52.0141;105.486;1135.85
0;0;59.1359;153.325;1135.85
0;0;28.9266;62.2694;1135.85
0;0;59.1451;128.891;1135.85
1;5;147.227;510.06;1135.85
0;0;61.1953;153.325;1135.85
0;0;50.5934;140.986;1135.85
0;0;71.1156;191.707;1135.85
0;0;65.196;128.891;1135.85
1;8;251.469;662.735;1135.85
0;0;49.4467;128.891;1135.85
0;0;64.5206;128.891;1135.85
1;8;243.219;616.547;1135.85
0;0;40.5471;83.2257;1135.85
0;0;21.7465;62.2694;1135.85
1;6;180.329;651.117;1135.85
0;0;60.7994;153.325;1135.85
0;0;72.5378;153.325;1135.85
0;0;80.2122;231.957;1135.85
1;4;132.925;455.953;1135.85
1;2;95.4428;250.396;1135.85
1;9;296.66;721.53;1135.85
1;6;180.282;548.748;1135.85
1;2;87.1035;461.3;1135.85
