win;survivors
1;10
1;11
1;15
1;12
1;12
1;11
1;9
1;10
1;6
1;4
1;4
0;0
1;11
1;5
1;7
1;14
1;13
0;0
1;9
1;9
1;10
1;4
1;9
1;8
1;4
1;9
1;10
1;12
1;9
1;3
1;4
1;12
1;5
1;7
1;5
1;5
1;9
1;10
1;7
1;8
1;5
1;13
1;8
1;9
1;15
1;11
1;11
1;13
1;5
1;7
