win;survivors
1;13
1;8
1;9
1;8
0;0
1;3
1;13
0;0
1;12
1;6
1;6
1;12
1;7
1;13
1;4
1;11
1;9
1;9
1;5
1;14
1;11
1;5
1;6
1;13
1;12
1;9
0;0
1;12
1;10
1;7
1;5
1;11
0;0
1;9
1;7
1;11
1;11
1;10
1;10
1;9
1;11
1;9
1;10
1;6
1;13
1;12
1;14
1;10
1;11
1;13
