win;survivors
0;0
1;4
1;12
0;0
1;4
0;0
1;5
0;0
1;7
1;7
1;12
1;9
1;10
1;11
1;5
1;11
1;11
1;12
1;8
1;8
1;9
1;7
1;2
1;11
1;14
1;5
0;0
0;0
1;6
1;1
0;0
1;6
1;10
1;6
1;11
1;9
1;10
1;10
1;7
1;8
1;5
1;12
1;11
0;0
0;0
1;10
0;0
1;8
1;9
1;6
