win;survivors
1;6
1;8
1;4
1;7
1;6
1;4
1;12
1;13
1;5
1;9
1;9
1;6
0;0
1;2
1;12
0;0
1;9
1;8
1;8
1;6
0;0
1;8
1;9
1;7
1;6
1;6
1;12
1;12
1;8
1;9
1;14
1;8
1;10
1;12
1;11
1;7
0;0
1;10
0;0
1;9
1;10
1;10
1;4
1;4
1;7
1;10
1;11
1;11
1;6
1;11
