win;survivors;average;best;bestever
0;0;26.4631;204.926;204.926
0;0;95.8001;297.863;297.863
0;0;185.378;398.107;398.107
0;0;310.829;733.425;733.425
0;0;378.152;917.022;917.022
0;0;243.634;674.402;917.022
0;0;287.511;504.586;917.022
0;0;146.077;398.107;917.022
0;0;167.452;398.107;917.022
0;0;233.944;559.92;917.022
0;0;220.168;504.586;917.022
0;0;169.433;450.62;917.022
0;0;232.663;616.547;917.022
0;0;248.735;616.547;917.022
0;0;276.972;559.92;917.022
1;7;593.585;1448.01;1448.01
0;0;308.12;674.402;1448.01
0;0;304.508;504.586;1448.01
0;0;212.405;504.586;1448.01
0;0;356.495;854.78;1448.01
0;0;262.76;733.425;1448.01
0;0;283.186;793.567;1448.01
0;0;338.12;854.78;1448.01
0;0;261.105;793.567;1448.01
1;4;443.91;1732.89;1732.89
0;0;265.306;733.425;1732.89
1;9;719.508;1660.57;1732.89
0;0;344.268;854.78;1732.89
1;9;669.427;1553.45;1732.89
1;9;678.435;1553.45;1732.89
1;7;595.424;1518.12;1732.89
1;9;681.589;1482.97;1732.89
0;0;316.549;980.255;1732.89
1;10;745.696;1413.25;1732.89
1;8;638.642;1696.64;1732.89
0;0;279.995;674.402;1732.89
0;0;283.516;917.022;1732.89
0;0;310.992;793.567;1732.89
0;0;254.609;559.92;1732.89
0;0;158.593;398.107;1732.89
0;0;168.383;450.62;1732.89
0;0;354.076;793.567;1732.89
0;0;337.983;980.255;1732.89
0;0;136.664;504.586;1732.89
0;0;252.625;616.547;1732.89
0;0;291.878;616.547;1732.89
0;0;280.706;733.425;1732.89
1;5;459.698;1310.15;1732.89
0;0;239.531;616.547;1732.89
0;0;239.096;674.402;1732.89
0;0;294.653;793.567;1732.89
0;0;349.109;1109.56;1732.89
1;6;510.424;1175.56;1732.89
1;6;513.92;1310.15;1732.89
0;0;306.099;733.425;1732.89
1;5;468.794;1344.32;1732.89
0;0;254.609;674.402;1732.89
1;7;572.434;1482.97;1732.89
1;5;485.175;1242.44;1732.89
0;0;264.66;559.92;1732.89
1;7;618.327;1378.69;1732.89
1;7;549.363;1310.15;1732.89
1;6;504.869;1109.56;1732.89
1;4;425.013;1044.44;1732.89
1;6;469.787;1109.56;1732.89
0;0;323.748;733.425;1732.89
0;0;281.566;733.425;1732.89
1;8;630.252;1378.69;1732.89
0;0;370.376;917.022;1732.89
1;5;467.588;1482.97;1732.89
1;4;461.563;1276.19;1732.89
0;0;299.972;980.255;1732.89
0;0;346.644;1109.56;1732.89
0;0;339.978;917.022;1732.89
1;10;741.32;1553.45;1732.89
1;9;656.611;1518.12;1732.89
0;0;194.06;559.92;1732.89
1;6;565.482;1553.45;1732.89
0;0;306.249;733.425;1732.89
1;8;607.959;1588.98;1732.89
0;0;278.604;616.547;1732.89
0;0;390.833;980.255;1732.89
1;7;592.225;1413.25;1732.89
0;0;355.375;793.567;1732.89
0;0;267.027;733.425;1732.89
1;8;683.777;1518.12;1732.89
1;9;736.121;1732.89;1732.89
1;5;521.895;1310.15;1732.89
1;8;657.093;1413.25;1732.89
1;11;855.848;1732.89;1732.89
1;13;1025.15;1805.91;1805.91
1;7;572.239;1344.32;1805.91
0;0;305.61;733.425;1805.91
0;0;388.052;1378.69;1805.91
0;0;190.011;504.586;1805.91
0;0;358.628;1044.44;1805.91
0;0;233.127;504.586;1805.91
0;0;385.718;980.255;1805.91
0;0;276.709;674.402;1805.91
0;0;255.603;674.402;1805.91
