win;survivors
1;3
0;0
1;8
1;13
1;5
1;12
1;6
1;12
1;11
0;0
1;7
1;8
1;12
1;6
1;12
1;12
1;14
1;7
1;11
1;12
1;11
1;8
1;8
1;7
1;6
1;12
1;4
0;0
0;0
0;0
1;7
1;11
1;7
1;8
1;8
1;8
1;6
1;9
1;14
1;12
1;4
1;13
1;13
1;15
1;11
1;8
1;11
1;3
1;7
1;2
